v1 v2 CN AA
10248 21587 12 2.45279863951795
5170 17545 14 2.631626282291864
17142 34755 43 9.494477907787697
11453 30481 5 1.3108446033713794
32510 39233 33 6.58791279418022
10937 34955 3 0.580202802149917
38476 53109 0 0
17489 29129 19 4.414690973558992
26895 26967 28 6.598626690072119
15744 22324 45 9.195860775243181
3574 6843 2 0.4646715680460389
5455 28451 10 2.1040438099678678
5821 6089 1 0.2583177668073288
21221 25836 23 5.376661722717667
22455 24508 21 5.177296500391571
24822 27579 4 1.431517367445027
16519 16529 19 4.718787520499327
10268 32717 31 7.038285852627692
2759 8220 13 3.2687170116054065
5497 11272 23 4.351221930828653
1566 6872 7 1.5823223501481496
14500 26794 3 0.7055103026873213
22165 24666 30 6.118742599834837
6224 40554 0 0
4129 8332 2 0.4445823358679885
5092 5139 22 5.379458400572774
1103 3412 1 0.4170323914242463
7517 28349 5 1.1104056357715975
654 53208 0 0
6349 21276 29 5.899771161638462
280 7466 4 1.0379213717775895
37631 39402 2 0.4258060471140376
32365 43575 15 4.489736988656764
20654 26288 35 8.200391236002599
13199 25758 11 2.2074403706900534
27689 32707 10 2.3849791256422552
27487 29584 2 0.37200156542758045
10259 27662 0 0
5382 9859 6 1.2801360228370269
3424 8806 6 1.5156661250082761
5559 7764 0 0
11318 22665 7 1.356616057645364
12305 12311 5 1.274644632037278
1807 4356 1 0.22569202144874392
16576 20734 32 6.849635338988814
6641 21659 2 0.7449619491830577
51611 51612 0 0
3991 14660 11 2.2510463039281934
2607 19519 28 5.540094847489423
9889 25263 36 7.567595706566809
6505 10602 21 4.810971023087639
29594 45342 4 1.6873881300860236
17835 22228 4 1.252044286507339
7484 16027 1 0.25973030217227155
11739 18341 7 1.4876837413267434
24082 33769 2 0.43227063781612707
32217 33877 13 2.810322292640571
38432 44008 1 0.28599966750267436
6785 39358 23 4.430670796256431
10267 22396 7 1.7656692357690769
110 118 48 10.985516959424904
34786 48378 15 4.770342599155093
3029 26969 15 3.356813342835883
1786 3797 5 1.1828299971564333
38955 47492 6 1.6575334951762555
9150 14135 16 3.599894589512966
27159 34536 36 7.953736335350699
7051 8662 18 3.5721897308004027
8710 11554 11 2.2537178408109524
24066 37145 53 10.784023338387316
359 10397 29 6.023560215124169
10484 24803 39 8.261544865841408
5288 27532 40 9.429266941516374
7663 12084 8 2.124953891806546
4760 32198 2 0.7248994379511448
29241 42674 38 8.979696200586023
14230 23059 33 6.744976798940433
30093 40807 13 3.917548998232214
8921 31156 18 3.8258848242885324
22900 39784 8 1.6669911708512193
12513 18968 27 5.5183550071184975
25563 25755 8 1.6410098003204174
20259 37942 25 5.6247116885162916
12360 45068 2 0.6223472088731268
3698 27800 28 5.5794813029720585
24560 31902 20 4.645622883728894
6592 6669 5 1.2043966774437915
6025 7369 1 0.18098063833245323
2934 7435 4 2.0497125889355488
13167 34980 6 1.2462955434585508
24436 40325 17 3.780277509505341
26660 30817 42 9.299014584773534
9908 35150 25 5.309066700359663
14660 17184 46 10.189168513522127
114 608 41 8.60851163562317
12845 14017 19 4.280777423020244
11623 26997 10 2.3945858183464757
17301 35183 1 0.18873916581775485
3835 13262 0 0
2791 15724 1 0.17147121943818708
11837 27817 5 1.0830927582428385
28286 32713 45 9.846854844886563
7424 56440 3 0.9021826708195771
5616 12637 4 0.8213479588363263
7532 17401 1 0.23161615589971676
3908 8272 46 9.158588269245577
19405 25798 8 1.6609166786639724
60053 62911 1 0.6213349345596119
12668 17198 1 0.25694917118487537
22119 47935 9 3.1132585563445616
14230 31274 10 1.954325727772908
4282 16908 4 1.039300872218839
7190 11501 10 2.050881006313585
1004 3399 2 0.5654769015866501
4090 5916 0 0
39133 39136 12 2.9031435992104258
5065 14665 8 1.5682148917683663
14312 20138 25 5.498254196914642
4737 21445 6 1.4948933614416804
2760 4680 1 0.16690410034766703
16348 16353 2 0.5486969785165374
6848 22053 5 1.3385225150284266
19351 26362 21 4.61214344391045
3485 19982 5 1.4911664787469152
12414 17668 5 1.0352010120088508
11211 46553 9 1.849091425511425
7596 24521 2 0.3668256993335889
9469 17317 10 2.1482106342686578
3428 13131 2 0.5485271268988823
8235 32422 0 0
11928 52051 0 0
1439 5779 3 0.6792687075700289
591 9439 13 3.3625634929457666
24626 30513 6 1.9658331181007374
30750 30751 9 3.1593401251980167
16440 30882 21 4.320949152548292
9908 44114 0 0
20407 25689 23 5.242977468327974
7597 31841 5 1.0508504453040908
335 813 10 2.7849847690912206
18766 28741 13 2.794684634153328
8919 11985 11 2.384141346875846
5302 23404 22 5.031216035770366
12076 22873 4 0.831439226843635
16707 35920 21 4.332469175871899
2511 4517 2 0.6039018808035049
13074 20193 13 3.3612523952562414
3600 8433 19 3.5492013942403267
19422 39233 39 7.661083016437819
19566 26865 34 6.96860852101056
18938 34198 2 0.5942459593311393
42005 55487 1 0.3001016285004131
320 24030 3 0.7034381857371199
554 46819 10 2.641121867876305
8406 26655 0 0
21964 42723 3 0.6885029386183205
11885 16331 43 9.294157498454693
9 5428 16 2.9892458976303264
48693 48694 4 1.560737233246943
11132 39799 2 0.7385387461377101
8815 11573 0 0
7709 7712 21 5.116443224912524
6634 29490 0 0
14367 22348 0 0
830 13425 36 7.31731759800261
30182 33922 6 1.2450273166431154
4824 9292 5 1.3764733582944222
307 7616 17 4.048280163453928
12315 25224 8 1.6810994343511079
1669 6908 2 0.45395268532093336
2713 9768 5 1.1227543616265503
25618 50359 8 2.581632477900006
5463 5477 12 2.940144019505469
16129 33306 7 1.4994367018168777
2555 46383 0 0
8923 16249 2 0.4554572260983546
4365 10917 66 14.15015482272044
11155 27052 6 1.269150542347913
6116 26422 1 0.2282049114186687
7658 19873 6 1.8184109712109482
3656 15580 21 4.167604798427514
40574 44510 0 0
25085 31908 1 0.3396232718951086
1729 7499 1 0.36926937306885504
20802 36314 16 3.299114368838899
12308 53741 2 0.42658480111206487
157 6951 42 9.69664781459456
43319 53712 0 0
1443 18531 8 2.40825421493611
2570 4231 5 1.174814975912173
8675 13013 8 1.6789115528644456
12540 20085 13 2.9086911484168008
30798 38619 12 2.717105911152569
5510 31992 20 3.465938816173805
611 42022 33 7.348280422167152
7765 8432 167 33.99812049298983
881 13306 12 3.5066866475605027
2977 8554 5 1.1254717213614296
2118 2163 1 0.24627854581449443
11539 19784 27 5.365767766107715
10155 35784 9 2.223002583627301
5303 9590 19 4.7989476478036135
8717 23492 4 0.7874050742859838
27959 34775 2 0.5372713851034707
1733 4846 6 1.079385773208891
24374 24612 2 0.5453925314456423
16555 21050 43 8.964775296189776
6234 6238 5 1.370589695668962
10113 10387 9 1.852541659167629
10855 10864 5 1.3630734585158963
24780 28805 12 3.4173659795961555
11498 16576 58 12.350297033543907
11953 12430 6 1.1964562506293377
27525 53832 2 0.4490390782898409
10100 19149 15 3.2080584288181644
19045 40863 35 6.792150697618079
19515 28545 54 10.976990388706776
10306 28764 4 1.359322433228046
29158 29159 0 0
807 1281 3 0.6188270599812556
10828 14656 0 0
19948 44333 5 1.0062935901192496
163 1194 6 1.4625243042169336
11131 18482 2 0.501163331828066
15148 28935 10 2.2887708250009533
2732 26726 2 0.42955398885531365
17918 35324 25 6.466802287232609
15682 24950 36 7.263702391745305
2583 18432 8 2.3074190430102086
3666 20028 25 4.938087151643868
26332 26548 2 0.4352826164288558
10124 11881 30 6.132479609816098
4967 10275 0 0
50788 50789 2 0.8384821755112377
682 7184 6 1.168198969877538
3842 3924 35 7.9317828090277605
1502 17181 19 4.485196438552516
760 2212 1 0.3001016285004131
27554 38753 25 5.700026458594515
16660 41418 4 0.9010665278070976
32510 32668 29 5.533068815540767
19469 28841 6 1.1961368329073683
26765 28490 0 0
23354 24609 5 1.3418883845165381
23364 45413 1 0.269282508064391
1172 2626 0 0
2208 8627 30 6.377170988826027
17067 31234 1 0.1722612833903924
4785 13374 12 2.704658568636816
18659 23466 5 1.747578920661433
27490 30014 7 1.590187022126871
35053 41637 20 4.539254625706977
12824 35342 16 3.5773074927060056
1613 5948 19 4.384536299545219
9874 13222 9 1.7625943909849648
13755 45201 5 1.5015839962392954
16720 26831 69 15.891765991178257
14296 38284 1 0.28853900817779266
31225 34676 29 5.927195280112075
13892 15202 7 1.3989391324227807
17146 32464 0 0
4263 10743 6 1.8729511530845602
28202 34402 30 6.6525008021883965
1514 3071 22 5.369969322802044
29713 39858 24 5.492154894161684
40079 43953 9 2.157608271673903
7867 9653 11 2.617212696208785
17417 25570 2 0.48496169790552485
28240 42593 23 5.8308087734107215
3695 7046 20 3.9269773915068145
40969 43179 20 4.629749906940961
3424 19434 9 2.228546212894145
1064 17575 9 2.900159595214755
5181 19544 11 2.1598981531619947
12992 20892 8 1.5509970690122787
5427 19912 4 0.9724982882425254
3287 14547 4 0.9677856463351002
7071 23081 0 0
10076 10621 2 0.44792364306455434
8771 20407 5 1.037899210378761
10906 15927 36 8.678387774156656
33727 45011 2 0.67619704949899
12902 39488 4 0.7748457120660328
18605 27888 2 0.7350497701644153
25337 26764 9 1.7986040329210689
11718 33795 21 4.59787938982273
20553 39530 0 0
3545 25344 8 2.379476452812239
16720 16731 50 11.172722616598294
48850 55795 2 0.7362378050771787
7255 20193 13 3.58011170760924
3604 5157 62 12.638348067036226
16575 44148 0 0
6319 24005 0 0
21482 30211 1 0.2211514277946646
22514 37931 14 3.829807632529204
4455 20297 0 0
33387 45741 2 0.6643703383742977
1927 9219 22 4.7111785917050275
9373 26418 8 1.6706078904284967
5102 8709 24 4.522933299792211
15995 16014 10 2.768199495480793
19721 21282 2 0.4868812780129681
19421 26953 73 14.496773684810526
2803 18810 7 1.5122237849874154
25617 26141 7 1.4306492700989573
13493 16162 10 2.2395970975431134
25997 33796 6 1.2475323911965552
26170 32800 3 0.8237343367567462
5300 18343 10 2.1009844351393188
11853 27047 10 1.974085442044644
994 33635 1 0.318928988903801
36362 45108 3 1.0574853495601662
6664 7196 15 3.2964824896837923
212 6149 7 1.812871514863413
4676 4866 3 0.6978478205629541
12221 46990 1 0.32351545314867247
16290 35429 16 3.9417266563619506
28832 39486 45 9.226121024025197
35573 38599 8 2.0904694022067885
8759 10130 44 9.492517671570399
465 39847 2 0.915349038354818
767 55044 3 0.8782546889959795
5584 7268 10 2.17871702444693
12953 13541 31 7.684170386610701
27125 34396 1 0.23459420572161058
46349 46352 8 2.324753297580768
11449 50375 1 0.28126641406272834
25109 47913 3 0.9120866428173358
6878 30314 2 0.45497675443098373
9955 41052 3 0.7414568801968444
5055 24983 44 8.526496668155167
9200 49327 0 0
13661 35885 5 1.5889849197739507
35852 51241 1 0.36926937306885504
1601 13333 1 0.25973030217227155
8908 21935 9 1.8801691111446908
30983 35470 10 2.76795365288988
5221 34987 0 0
5515 8613 7 1.5898199937592055
15576 22289 15 2.810353071985102
3429 19437 10 2.3814578725434763
9304 9551 0 0
25673 25757 50 9.584272646289577
10611 23862 9 1.8789075148652041
6593 8861 16 3.2327529144239904
11259 12991 38 7.853000204329579
8630 26111 15 2.853493830741751
25587 36638 0 0
11428 18045 6 1.5618138122505585
14099 36072 0 0
14594 14599 10 2.9089655597159614
13177 13471 7 1.6506995839150227
24032 26834 33 7.159067717675635
47258 47337 0 0
6396 8629 11 2.0780503168019395
53139 57996 7 2.0154310675247884
16167 28330 29 5.374834339644497
12467 15210 14 2.9188393747208603
32701 37007 3 0.7621128297360387
14167 24004 18 3.9855596349809637
1311 6375 16 3.9242255112871787
10106 13853 9 1.7748616648234399
1694 7479 0 0
22136 34490 16 3.414461789130287
26166 26629 13 3.0868143241607573
26658 34816 9 2.4080781233195303
22471 36374 3 0.7664526029311513
13571 31886 3 0.6628313050210766
3916 9704 4 0.8797545335280192
1944 10889 23 4.870134195440786
1467 6871 6 1.3464072706510282
1506 6323 14 3.2040902495606005
5026 26847 0 0
488 21131 1 0.2088776448560291
5157 8615 61 11.448330212840856
21251 23745 7 1.4915445362462967
349 22635 3 0.8295845677785342
5214 6966 0 0
6053 21300 5 1.045401468426
5139 13059 2 0.4196660675066803
19520 34730 41 9.240072643148984
2465 2471 14 3.3827183090205404
21257 25124 24 5.0545290115893176
13219 35601 8 1.79649412335477
6040 19285 11 2.361906683528179
26749 32528 4 1.1516224059626063
601 1936 40 8.461399818021691
4702 8385 2 0.7094543914574609
4914 46957 0 0
14110 27482 4 0.7234428945577123
9354 29009 0 0
25174 25176 8 2.7865768181723154
2523 18136 2 0.459296079364393
5492 30305 5 1.3259135862576938
1103 16799 1 0.23307527170850925
15579 15596 27 5.621760061080197
16157 19754 2 0.7915658142427937
29500 32680 12 3.083834371465368
18155 41210 5 2.0180034993988696
28282 37566 6 1.2187326027683758
5885 11629 16 3.7246521622883138
31338 42176 2 0.6020368985315159
36412 43450 5 1.0585380017553723
5132 7912 22 4.447910722805783
3968 3969 2 0.7820292503632534
19704 31134 13 2.5039931300268066
49746 51274 0 0
1998 21072 2 0.4740801128991071
3691 37541 1 0.2074567608530314
5068 9229 13 2.939280199181145
2332 7402 23 5.5473305795427965
6746 30109 9 2.7074843457568925
16429 16430 5 2.2550449607011513
11069 39914 26 5.5891336211751925
14177 15547 1 0.32351545314867247
27035 48248 3 1.0327706001405141
8444 25224 65 13.86492393926512
25830 29923 1 0.2473379469500514
5488 10870 10 2.3310615577051816
32369 32788 0 0
2678 18290 34 6.956824617882253
5814 18461 1 0.2269261879165124
9972 43153 2 0.6919399691667398
2315 2576 8 1.7312189858300093
30692 53098 0 0
11020 11168 35 8.089883431119004
13606 21368 6 1.3784873676668081
8605 21455 1 0.1898304718549614
6540 13685 4 0.9909989371358863
3263 4939 3 0.7761642106315902
5419 8618 20 3.6358311592952504
26674 33015 30 6.634623464804071
3180 12558 29 6.475759528256079
4884 35190 0 0
9367 14527 17 3.944576811234908
11038 12041 23 4.921085528772872
45851 52874 7 2.1281273965819674
5097 5438 43 9.266123937615543
28189 32581 25 5.545809149297884
1975 5106 6 1.2189398012676005
2784 20025 15 3.0880070913368147
12347 20015 5 1.1625941357519576
548 622 20 4.277922253740027
11824 24470 12 2.5234696214421457
16767 33179 0 0
15245 19314 0 0
11916 21502 10 2.641210550781596
33346 33529 1 0.28853900817779266
44623 55730 1 0.33380820069533407
3883 12147 0 0
27996 51475 3 1.0419361535564278
16434 42935 1 0.23699447183691388
1677 1678 6 1.541254411004354
7398 17984 8 2.221635965225309
10242 50538 10 2.658989423083103
14267 38029 49 10.656451951284447
10021 11961 12 3.1901771839303623
3882 10709 14 3.7788476301669895
10076 18895 32 7.029194919986811
16030 43531 28 6.271468068107731
6171 6955 6 1.5046875728658111
20627 30531 1 0.36067376022224085
22498 30071 18 3.8181501298745144
916 8997 5 1.3179156038669482
28386 30019 4 1.4051893530594926
11795 14955 12 2.258583120680875
3551 18602 7 1.3855598602274226
12931 16485 14 3.2468911247126626
15588 32000 27 5.411621577677018
28195 31254 20 4.30807026238436
4455 12283 6 1.2797284163432994
50756 53220 8 2.0469782627133473
12159 24784 0 0
19539 36965 2 0.4243581608828637
5008 47969 0 0
10922 10933 13 2.735186843937214
19076 27063 3 0.66444087440868
4429 10184 7 1.6523261128879785
6149 18555 6 1.4506889543766635
317 3982 5 1.0752648294749627
11864 24662 4 0.9930925124182268
22512 34675 48 10.31915618209289
32449 43904 10 2.344246493108294
3421 7184 3 0.5475068724006972
27171 39951 1 0.19077608994233797
23480 23485 2 0.5235451649195827
30169 38878 16 3.544855570403031
39645 40776 11 2.9884887692738817
9193 36591 1 0.45511961331341866
23018 23728 8 1.7741630876958059
27885 46020 6 2.166372785024286
4884 38731 18 3.553769261266888
19422 30556 13 2.5844659646276273
689 6264 36 7.564897491062876
12023 29070 35 7.656293345658255
4758 14343 20 4.855935007626708
15886 17120 16 3.8989584042349055
9925 39616 2 0.47234412221047534
21623 33484 3 0.9996295515896764
20927 20931 24 4.985824261574562
4912 39251 0 0
33499 33826 14 3.9964458206629283
29960 44026 5 1.0072815769864623
14510 33117 0 0
4456 26660 47 10.49093106942911
13173 16046 54 11.973449546464554
23300 27402 2 0.4177882937217239
17314 30556 8 1.5834280297589445
4610 58089 1 0.23090777506376875
5586 22466 3 0.7298387426551842
27273 36417 18 3.4940261122264484
13990 23733 12 2.4075259594258585
21903 39019 1 0.45511961331341866
12326 22297 61 12.162621309307557
868 3436 8 1.98674861459984
4374 32498 0 0
28925 28929 7 1.566635796892501
2301 7438 6 1.4790889426748275
13756 49037 0 0
1684 23279 2 0.8132176635932029
20686 46691 7 2.2244777135873055
4449 44830 20 4.267226655919107
11367 12375 7 1.26384056787375
5228 38595 1 0.2473379469500514
792 8084 22 5.385258546941722
2432 9345 10 2.8952554897810625
9321 30573 0 0
12863 51083 0 0
18924 45046 1 0.35295612386476116
20415 33693 1 0.2074567608530314
32623 34412 36 7.868331664882893
21947 22357 12 3.0458189766558674
9905 24970 25 5.3217270874190366
33396 33400 6 1.4736802078797588
9547 37827 14 3.9233646284355683
8101 20376 4 1.0609678343137712
19348 29534 13 3.5586810407235174
3306 15960 10 2.9036149573807064
19999 30934 18 4.4282668726031975
10594 24086 4 1.3299632338080927
89 596 35 7.408943304482885
13495 20027 29 6.134061362345963
650 2717 5 1.134096048664104
17244 42106 4 0.7837106552757733
38782 42770 6 1.6482149351629567
6270 38811 33 6.950118573477643
3364 8362 0 0
9604 54090 3 0.7969293584031742
13875 19593 1 0.23537745555238682
2844 4971 8 3.1597241309068105
3702 36333 60 12.232749512500057
11152 19678 17 3.892795929067199
12898 27048 55 11.203288470031891
13918 17641 29 7.611346730886577
17663 21456 7 1.5934546668105014
9933 16229 0 0
11319 22338 35 7.166120752557048
11549 17237 4 0.8160554574302261
15929 21159 7 1.6589255246900665
1181 9953 9 2.1287782103994983
19098 20008 3 0.6693068375792133
21045 41859 47 9.587499217366052
6235 31492 3 0.9395628666080535
118 584 35 7.452428679373885
1656 38732 20 4.274097714628973
5410 15022 2 0.41273384676502856
6433 22635 11 3.0316828951005568
4395 17286 52 11.050155444317108
26434 34065 22 4.338559518367471
7190 11522 31 6.691480198336402
59967 62578 0 0
16702 34563 10 2.342440173619482
5206 10106 2 0.4986634370729939
19378 20378 14 3.863154194708539
3659 35488 2 0.383187048844548
4625 10965 6 1.4051930484543853
2945 16200 4 1.0807087043260202
6663 13918 3 0.7842606179812215
11120 21748 6 1.3419830944085456
3072 8905 3 0.7189723356324744
11814 39002 4 0.7709333519606876
2524 10182 10 2.5617898364478933
622 1622 18 4.063469819902718
84 2938 1 0.30341307554227914
10183 12437 8 1.8067469410188837
432 7903 36 7.745416767653985
332 33696 8 1.9929324605862984
1631 53956 4 1.6545644138614661
10026 12496 1 0.2611892565642242
8219 40882 33 7.6218858365550375
7619 18401 35 7.7458012497122395
14775 49384 4 1.4579269259165233
7510 20462 5 0.8749906476775866
8136 34067 5 0.9891254351383746
9724 11489 28 6.073594821865354
11147 11854 54 11.020124288093097
4205 14142 1 0.43429448190325176
21369 26370 3 0.6656841947221754
471 10598 26 5.324746324245297
8629 28615 5 0.9191033376130755
7119 10391 3 0.8258570834194204
9718 30296 9 1.9740049732213825
33020 33022 11 3.4150852074270612
20221 34697 17 4.012766853884134
34289 40349 2 1.100270702134433
21323 22934 14 2.879874820687385
23637 38920 0 0
131 14687 8 1.61155680967839
2698 13070 3 0.6401563001698273
5977 11182 1 0.14623292575235092
19568 25664 10 2.0025931531115653
30058 40736 1 0.21908933281411486
3523 33860 10 2.222921840737435
8915 11636 40 8.21838968878843
6874 9593 20 4.179227518305631
23588 30400 0 0
24433 31281 18 3.557124505855003
31716 31722 20 5.001465397962898
15590 15602 26 5.783656105044046
24451 45475 2 0.5106456463736662
2064 41796 2 0.6401124382541754
596 6069 44 9.252315822524057
6039 38844 3 1.0039296711035446
28054 32977 9 1.8993305523701804
1041 3627 0 0
1418 11224 1 0.32351545314867247
19515 25669 16 3.023639530293568
16065 34997 1 0.19340549181849295
18941 36989 8 1.9258680101943373
423 8257 30 6.954647577589312
1337 11397 18 3.614726888973533
12550 12668 0 0
22052 28818 44 9.407287092341875
5302 45232 22 4.818892833951705
2195 9358 2 0.42402332465189396
16375 27936 24 5.430109346743046
25939 26892 4 0.8838437820879586
21843 27733 7 1.8524868614593064
1955 2402 1 0.2211514277946646
3889 15603 36 7.6601797279994175
6980 7109 35 8.286775366886205
22289 27371 26 4.90768151444467
40906 53817 0 0
6221 19069 33 7.05931387540968
17440 44489 4 1.448658723328848
16300 20055 5 1.0223029293074832
3190 3193 15 3.9955751979501413
4268 4271 7 2.107631712341892
7982 14527 16 3.566890377069248
11820 16577 87 16.785547908324443
3648 11791 16 3.2565399561047563
2469 55947 2 0.47561426854061795
21637 26378 9 2.06226858660082
28737 30903 6 2.0375482742118067
5170 8123 42 8.042421293180483
26291 27076 8 2.0188142861401306
42601 53194 1 0.31465798044412485
6292 8476 3 0.8972427113391457
1041 9206 5 1.187136038692112
